survived,pclass,sex,age,sibsp,parch,fare,embarked,who,adult_male,embark_town,alone
0,1,female,29.5300668101253,0,0,48.665464724916085,S,man,False,Southampton,False
1,1,male,37.184016791293956,1,1,38.87862408966472,S,woman,True,Queenstown,True
0,3,male,29.053243065724622,2,0,57.55301975586252,C,woman,True,Southampton,False
1,1,female,6.231529044537822,2,0,1.8513834649577536,Q,man,False,Cherbourg,False
1,3,female,21.58087122752515,0,0,44.045624425468915,S,man,True,Queenstown,True
0,2,female,28.76849949653324,0,0,60.89028016315852,S,man,False,Southampton,False
0,2,female,40.78139678855663,0,0,10.78596702804892,S,child,True,Queenstown,True
1,2,male,20.353087468480545,1,0,32.73262232781642,S,woman,True,Southampton,True
1,2,female,28.76849949653324,0,0,12.067645562455251,S,woman,True,Queenstown,True
1,3,male,29.461324521520545,0,0,101.42070414726129,S,man,True,Southampton,False
1,2,female,21.108197549189384,0,0,1.0878370185115758,S,man,False,Southampton,True
0,3,female,27.837529551101177,1,0,27.744238730655823,S,woman,True,Cherbourg,False
0,3,female,26.189511710259904,1,1,5.828026637076478,S,woman,False,Southampton,False
0,3,female,11.750007382592344,0,2,39.85791016359794,S,man,False,Southampton,True
1,3,male,35.27006446852511,1,0,6.190451415857737,S,woman,False,Southampton,True
1,3,male,34.195316718394906,0,0,8.588178132530153,S,man,True,Southampton,True
0,1,female,29.671460243741652,1,0,21.82245460794088,S,man,False,Southampton,True
0,1,female,33.64581408561922,0,2,78.82125249719915,C,man,True,Cherbourg,True
0,2,male,23.067130239727568,0,0,7.612633053052366,S,man,True,Southampton,True
0,3,male,6.356918698480051,2,0,4.984490901179603,S,man,True,Southampton,True
1,1,male,18.967041819268573,0,0,45.531590935239514,Q,man,True,Southampton,True
1,3,female,31.198764139732177,1,0,22.22038443210006,S,man,True,Southampton,True
1,3,female,31.278421807849544,0,0,77.69534516339215,S,woman,False,Cherbourg,True
0,2,male,29.57930673620187,0,1,5.073406918808658,S,man,True,Cherbourg,False
0,3,male,36.68191575179044,0,0,33.22415022609452,C,man,True,Queenstown,False
1,1,female,20.86395536369977,0,0,8.483549538574792,Q,man,False,Southampton,True
1,1,female,25.754862819823398,0,0,5.4561335145278305,C,man,True,Southampton,True
0,3,male,29.461324521520545,0,0,36.80668945221799,S,woman,True,Queenstown,True
1,3,male,27.811542540967054,0,2,28.820019925685237,S,man,True,Cherbourg,True
0,3,male,11.593465002314616,0,0,44.98537807116372,S,woman,False,Southampton,True
0,2,male,15.539162824822473,4,1,11.84912351490103,S,woman,True,Southampton,False
0,2,male,40.63193253991113,3,0,19.012988380465497,S,man,True,Queenstown,False
0,3,female,48.49461028119602,0,0,16.639581476613234,S,man,True,Southampton,True
0,3,female,45.45396350953669,1,2,132.50475985893866,C,man,False,Southampton,False
0,3,male,32.25018329638849,0,0,11.061212190040887,S,man,False,Southampton,True
1,2,female,12.1561435717663,0,1,11.177544748103998,S,woman,False,Southampton,True
0,3,male,28.911078205179837,1,0,14.0097521907026,S,man,True,Southampton,True
0,2,male,50.8715718473059,2,1,26.607249169437402,C,man,True,Southampton,True
1,1,male,37.65883732639065,0,0,9.305083853080573,C,man,True,Southampton,True
0,3,male,26.095314682425784,1,0,78.99266933495502,S,man,True,Southampton,True
0,1,female,37.80075325977703,0,1,9.88217460344995,S,man,True,Southampton,True
1,3,female,11.228467107381533,5,2,72.37101234325338,S,man,True,Southampton,True
0,2,male,19.26060071012517,0,2,3.495333475011128,Q,man,True,Cherbourg,False
0,1,male,29.14715521014964,0,1,34.200023159011764,S,man,False,Queenstown,False
0,3,female,35.574005456878055,0,1,76.00000263147217,S,woman,True,Southampton,True
0,3,male,38.997448996081296,1,0,5.914368364836766,S,woman,False,Southampton,True
1,3,male,26.846435619222866,0,0,110.47326196084036,S,man,True,Queenstown,True
1,3,female,27.837529551101177,2,0,19.29898445501862,C,man,True,Southampton,False
1,3,male,29.461324521520545,0,0,93.23229858958146,S,child,True,Southampton,True
1,3,male,22.187881530566695,0,0,36.14547105409139,S,man,True,Cherbourg,True
1,3,male,29.461324521520545,0,0,11.48622317881171,S,man,True,Southampton,True
0,2,female,33.74591159432945,0,0,6.676082427933658,S,man,True,Cherbourg,True
1,3,male,29.461324521520545,0,0,11.584800332069483,Q,woman,False,Cherbourg,True
0,1,male,7.071103738502703,0,0,3.124224748388133,S,man,False,Southampton,False
1,3,female,10.182397414915386,0,0,4.970581433884923,C,child,True,Southampton,False
1,3,male,6.554353464576707,0,0,3.5376715647657506,C,woman,False,Southampton,True
0,1,female,32.46516683206686,0,1,17.594085529337317,S,woman,False,Southampton,True
0,3,male,31.105676134466293,1,0,50.802260318230395,S,woman,False,Southampton,True
0,3,female,30.40728132311427,1,0,4.8778550140681,S,man,False,Southampton,True
0,1,male,37.22824313471919,0,0,4.468174373406577,C,man,True,Southampton,False
1,3,male,45.68742398563963,0,0,32.99909628460072,S,woman,True,Cherbourg,True
1,3,male,20.708268568448386,0,0,7.028110846045713,S,child,True,Southampton,True
0,1,male,34.690684681337856,0,0,3.2866727069185564,S,man,True,Southampton,True
0,3,female,6.885382896317722,0,0,5.84127598304696,C,child,True,Southampton,False
0,2,female,48.30193644768691,0,0,82.35180495211753,S,man,True,Southampton,False
0,3,male,29.461324521520545,0,0,55.13618053940929,S,man,False,Southampton,True
0,3,male,19.058864333433874,0,2,13.985783101446213,S,man,False,Southampton,True
0,3,female,20.632066807736706,0,2,34.130967426693694,S,man,False,Southampton,True
1,3,female,7.632206045889031,1,0,24.65996191077429,C,man,False,Cherbourg,False
0,3,male,29.456058083719867,4,0,36.17560788627862,S,man,False,Queenstown,True
0,3,male,31.994654154820743,0,0,36.730133403867235,C,man,True,Southampton,True
1,2,male,26.348208606258304,0,0,31.706769046870303,S,man,True,Southampton,True
0,3,female,7.436533151564927,1,2,9.900299653733033,S,man,True,Southampton,False
1,1,male,29.14715521014964,2,0,1.2732016438093812,S,child,False,Southampton,True
1,3,male,36.68923115102307,0,1,19.456319757250103,S,man,True,Southampton,True
0,1,male,29.14715521014964,0,0,70.91737073460958,S,man,False,Cherbourg,True
0,1,female,17.728470641591905,0,3,26.96965078403964,S,man,True,Southampton,False
0,1,male,42.41035119447767,0,0,57.15589254069236,S,man,True,Southampton,False
0,3,male,39.90983442351829,0,1,153.0376240626421,S,woman,False,Southampton,False
0,2,male,24.93194855663693,0,0,5.71736592915691,S,man,True,Queenstown,True
0,3,male,48.75471261482914,0,0,37.661881780863574,C,woman,True,Cherbourg,True
0,1,male,23.324259893407103,0,0,35.89628275714781,S,man,True,Southampton,False
0,2,male,23.9475201280555,1,0,125.1135312267459,S,man,True,Southampton,True
0,3,male,-19.600018487137362,0,2,135.69849736459557,S,man,False,Southampton,False
1,3,male,29.461324521520545,0,2,37.136826100374286,C,man,True,Southampton,False
0,2,male,29.21026917232005,0,1,8.934543940995136,C,man,True,Southampton,True
0,3,female,21.289903260262843,0,0,51.27177754588082,S,man,True,Cherbourg,True
0,3,female,14.632925057569615,4,1,3.6224423594942494,C,man,False,Cherbourg,False
1,3,male,23.872758449544335,0,0,48.55396641956284,S,man,True,Queenstown,False
0,1,female,35.2143232230441,0,0,77.1240685962621,S,child,False,Southampton,True
1,1,male,29.155981882682603,1,0,15.443720538891608,C,man,False,Cherbourg,True
1,3,male,38.934978067081296,0,0,31.871064402201004,C,man,True,Cherbourg,True
0,1,male,46.71881349819884,1,0,17.99581941433825,S,man,False,Southampton,True
1,3,male,23.836856886510304,0,0,18.426734874404225,C,man,False,Cherbourg,True
0,3,female,22.300058611774407,0,0,11.89124308330519,S,man,True,Southampton,True
1,3,female,42.40818715126814,0,1,45.95294007721285,C,woman,True,Cherbourg,False
1,3,female,43.51866204235901,0,0,88.0523143445816,S,child,False,Southampton,False
0,3,male,29.461324521520545,1,0,90.43212802942382,S,man,False,Southampton,False
0,2,male,15.669496705649108,1,0,6.147418193286311,S,man,True,Southampton,True
1,3,male,34.91717091702245,0,0,66.47657084664482,S,man,True,Southampton,True
0,2,male,30.532588456662047,0,0,42.791777777123876,S,woman,False,Southampton,False
0,3,male,43.735405178895284,1,0,9.327118328873459,S,man,False,Southampton,True
0,3,male,20.97979074647152,2,0,2.22896563312795,S,man,False,Southampton,True
0,3,male,5.667455923901173,0,0,9.98307300042512,S,man,True,Southampton,True
1,3,male,38.66331520532381,0,0,77.84920306378278,S,woman,False,Cherbourg,False
0,3,female,-6.817157365599428,0,1,32.09217286578555,S,man,True,Queenstown,False
0,2,female,18.758812345451382,1,0,40.85566187365522,S,man,True,Southampton,True
0,2,female,28.76849949653324,0,0,9.512457724440587,C,woman,False,Cherbourg,False
1,3,male,14.580914607319544,0,1,40.665052836429574,C,man,False,Southampton,True
0,1,male,18.513559406628662,1,0,0.912783641421627,C,woman,True,Cherbourg,True
1,1,male,29.14715521014964,0,0,15.056573270549013,S,man,True,Southampton,False
0,2,female,40.48777586608922,0,1,31.53650604529346,C,woman,False,Southampton,False
1,2,male,25.47577045210493,0,0,5.053989311722106,S,woman,True,Southampton,True
0,2,male,44.87072860602669,0,0,55.412023719285514,S,man,False,Southampton,True
0,1,female,14.127839827670764,0,0,8.573451503110805,S,woman,False,Cherbourg,False
0,1,male,12.224032599539786,0,0,33.80354947537689,C,man,True,Cherbourg,False
1,1,male,41.09035322945226,0,0,16.62480833275134,S,child,False,Southampton,False
1,3,male,29.461324521520545,0,0,29.00634612613706,S,man,False,Southampton,True
0,2,male,22.55631237783348,1,0,3.637547636676313,S,woman,False,Cherbourg,False
1,2,male,13.103547488226173,1,0,0.5458385488938177,C,man,False,Cherbourg,False
1,3,male,49.43624625053116,0,0,76.89976276977556,S,child,False,Southampton,True
0,1,male,4.918564286730543,0,0,10.054529149859686,S,man,True,Southampton,False
0,3,male,20.622036905190157,0,0,54.81617942908074,S,child,True,Southampton,True
0,3,female,32.20007138525056,0,0,234.84801814001065,S,woman,False,Southampton,True
0,1,male,54.23030731804024,0,0,7.60114226095328,S,man,True,Southampton,False
1,2,male,34.36340296902509,0,2,9.859747445922439,S,woman,True,Southampton,True
1,3,male,35.724265142186184,0,0,34.792203991285035,C,child,False,Cherbourg,True
1,3,female,21.028628197926217,0,0,107.68986272097318,S,man,False,Southampton,False
0,3,male,36.958723153844375,0,0,79.19138490625477,S,man,True,Queenstown,True
0,3,male,30.474330492307217,1,0,22.365274291242937,S,man,False,Cherbourg,True
1,1,female,6.761496434154186,0,2,50.72906906057704,S,man,False,Queenstown,False
1,3,female,27.837529551101177,0,0,4.668428861677095,S,man,True,Southampton,True
1,1,male,42.58550745785592,0,2,121.32788378177325,S,man,False,Cherbourg,True
1,3,female,40.247110683496274,1,0,106.69109928108034,S,man,True,Southampton,True
1,3,male,29.466590959321227,1,0,5.72168017215811,C,man,True,Southampton,True
0,3,male,15.613523635904938,0,0,11.387237628949519,S,man,True,Southampton,False
0,3,male,-3.3285722379881193,0,1,3.377047998120392,S,woman,True,Southampton,False
1,1,male,31.198750475620308,0,0,10.146124556898526,C,woman,True,Cherbourg,True
0,1,female,44.14718883637189,0,0,54.162536810150115,S,man,False,Cherbourg,False
0,1,male,42.93745456716313,0,0,15.210327105138024,C,woman,False,Southampton,True
0,1,male,40.42501980751387,1,0,2.961620949119213,S,woman,True,Southampton,True
1,3,female,27.961046300308528,0,2,13.404580775412777,S,child,False,Southampton,False
0,2,female,44.22449843644095,1,0,127.47833890898174,C,man,True,Southampton,False
0,1,male,29.14715521014964,0,0,31.78871970644661,S,man,True,Cherbourg,True
0,3,male,23.08313014989819,0,0,17.220157673533215,S,child,False,Southampton,True
1,3,male,38.472372232621865,1,0,5.829369114054257,C,child,True,Queenstown,True
1,3,female,21.49657196426992,0,2,137.00501575878477,S,woman,True,Southampton,True
0,3,female,36.560339242636914,0,0,55.024841761211604,S,woman,False,Southampton,True
1,1,female,10.812366979785061,0,0,10.57785548081296,S,man,True,Southampton,False
0,2,male,11.889034678579101,0,1,2.324625981758728,C,man,False,Southampton,True
0,3,male,43.814898657214705,5,0,1.8653439747451004,Q,man,True,Southampton,False
1,3,male,29.461324521520545,0,0,4.104421734757776,S,man,True,Cherbourg,True
1,1,male,29.14715521014964,4,0,27.818630563697717,S,woman,True,Cherbourg,True
1,3,male,30.231563494739625,4,0,84.5359630519425,C,man,True,Southampton,True
1,1,female,-4.477842034338082,1,0,21.972964974196785,S,man,True,Southampton,True
0,1,male,27.951736865109147,0,2,59.23719322904532,S,child,True,Southampton,False
0,3,male,35.358564340657736,0,0,18.8923505882091,S,man,False,Southampton,True
0,3,female,27.837529551101177,1,0,39.456061461718065,C,child,False,Southampton,True
0,3,male,19.025081300684676,0,2,42.12139360994427,C,child,True,Southampton,False
0,1,female,49.22188543415169,0,0,6.115730138948431,S,man,True,Cherbourg,False
1,3,male,28.155954120517436,0,0,14.3420480717806,S,man,True,Southampton,True
0,2,male,29.21026917232005,0,0,32.45392571202981,S,man,False,Queenstown,True
1,1,male,39.83784046267111,0,2,2.346240466070795,S,man,False,Southampton,False
1,3,male,14.979880928928912,0,0,14.358289484408074,S,man,True,Queenstown,False
1,3,female,27.837529551101177,0,1,24.489174753579572,C,man,False,Southampton,False
0,3,male,47.47502292268219,1,1,178.53505959957354,S,child,True,Southampton,True
0,3,male,54.4691245661961,0,0,20.59100667784898,C,man,True,Queenstown,False
0,3,male,29.559109561005666,2,0,54.18009700913163,S,woman,True,Southampton,True
0,3,male,25.668790337140955,1,1,18.10407446087066,S,man,True,Southampton,True
1,1,female,25.754862819823398,1,0,50.929677716577906,S,man,True,Cherbourg,False
0,2,male,32.4109186583853,0,1,28.956574024304594,S,woman,True,Cherbourg,True
0,2,female,48.414612925836146,1,2,69.65739808335584,S,man,False,Cherbourg,True
1,2,female,28.76849949653324,0,0,16.935410108043598,Q,man,True,Southampton,True
0,3,male,25.081776793675697,1,0,29.66752320897052,C,woman,True,Southampton,True
1,3,female,13.360021423728853,0,1,31.817688408877753,S,woman,True,Queenstown,False
1,1,male,14.83067159883392,1,1,17.287204974375776,S,woman,True,Southampton,False
1,1,male,34.27203621194774,5,0,4.987184202184047,Q,man,True,Southampton,True
0,3,male,29.461324521520545,0,0,3.1433531299598285,S,man,True,Southampton,True
0,1,female,19.908516287587567,0,0,0.5379867212866136,S,child,True,Southampton,False
1,3,female,39.80932704565405,1,0,66.16908387530454,S,child,True,Southampton,False
0,3,male,44.562101199847554,0,0,8.633897471196018,Q,man,True,Southampton,True
1,3,female,56.08588397806746,1,0,7.6042058324101,S,woman,True,Southampton,False
1,3,male,29.976455883774687,0,0,42.62208887520008,S,man,False,Southampton,False
1,3,male,20.04329661578214,0,0,12.341957657903526,Q,man,False,Southampton,True
0,2,male,14.965392957517473,4,0,22.569927563399013,S,man,True,Southampton,True
0,3,female,13.57489522912149,0,0,5.675111285301405,S,man,True,Cherbourg,True
1,3,male,46.49692981965049,1,0,102.80124741393287,S,man,True,Southampton,False
0,2,male,7.788665198620894,0,0,61.046995817337276,C,man,True,Southampton,True
0,3,male,46.04847879911681,0,0,63.79375035151193,S,man,True,Queenstown,True
0,3,male,16.841825590469917,0,0,16.70974130473816,Q,woman,True,Southampton,True
1,3,male,19.40711322996832,0,0,45.98411081097567,S,woman,True,Southampton,False
1,3,male,26.878223629860283,1,0,4.970887520714281,S,woman,False,Southampton,True
0,3,female,19.148836306068844,0,2,0.27700355235372603,Q,woman,True,Cherbourg,False
0,3,male,29.461324521520545,0,0,0.6456028121792307,S,man,True,Cherbourg,False
1,3,male,54.38681532775885,0,2,28.267002702834326,S,man,True,Cherbourg,True
1,3,male,19.795949794256067,1,0,19.446219000039655,S,woman,False,Cherbourg,True
0,3,female,22.948670251695226,0,0,23.35497630870789,S,man,False,Southampton,True
0,3,female,26.71350869802542,1,2,0.23971612773516174,S,man,True,Southampton,False
1,3,male,36.57479468889693,0,0,17.579841271444742,S,man,False,Southampton,True
1,1,female,25.754862819823398,0,0,40.514878196664036,S,woman,True,Southampton,True
1,3,male,29.461324521520545,1,0,18.70848907190219,C,man,False,Southampton,True
1,3,male,45.052734831866985,0,0,42.16277014920448,S,woman,False,Southampton,True
0,1,male,12.403527049668597,0,0,8.489382506885157,Q,man,True,Southampton,False
0,3,male,36.293554318047605,0,0,53.67700265150476,S,woman,False,Cherbourg,False
1,1,male,29.14715521014964,0,0,28.408933693935317,S,woman,True,Southampton,False
1,2,female,22.073066759263632,1,0,7.574039967857912,S,woman,True,Southampton,True
1,3,female,24.88029179489021,0,2,8.64419091109121,S,man,True,Southampton,True
1,1,female,21.607482030058627,1,0,31.64618630613182,S,man,False,Southampton,False
0,3,male,21.900941382670922,0,0,56.69125027211568,C,woman,True,Southampton,True
0,3,male,5.641678273245329,0,1,17.190948468547845,C,man,True,Southampton,False
1,3,female,27.837529551101177,2,0,9.561952282009264,Q,man,False,Southampton,True
1,1,male,29.14715521014964,0,0,64.55978958634067,S,man,True,Cherbourg,True
1,2,male,50.190371645138896,0,0,35.40632900396116,C,woman,True,Cherbourg,False
1,3,male,29.461324521520545,0,0,19.019587614874013,S,man,True,Southampton,False
1,3,female,27.837529551101177,0,0,21.415543739011614,S,woman,True,Southampton,False
0,3,male,29.461324521520545,0,1,7.311306910528009,C,man,True,Southampton,True
0,2,male,13.484395534576183,0,2,31.54073143575142,S,man,True,Queenstown,True
0,3,female,5.742595722110092,0,0,14.218374499202602,S,woman,False,Southampton,True
0,3,male,29.461324521520545,0,0,173.96707960523017,S,man,False,Southampton,False
0,3,male,19.721017296878877,0,0,20.9369421971399,S,man,True,Cherbourg,False
0,1,male,4.535656814269085,0,0,21.289903431601914,C,woman,True,Southampton,True
0,3,male,27.207416112155443,0,2,26.699817584601245,S,woman,True,Southampton,False
0,3,female,27.837529551101177,0,0,79.55133639219508,Q,man,False,Southampton,False
0,3,male,10.996633167992432,3,0,51.6331776227091,S,woman,True,Southampton,False
0,2,male,30.226095065350247,0,1,19.196601179213975,S,woman,True,Southampton,True
0,3,female,27.837529551101177,1,0,40.58659053053192,S,woman,False,Southampton,True
1,3,female,27.832620146159897,0,0,28.23866574851265,S,man,True,Cherbourg,False
0,1,female,31.59969625637483,0,0,21.695892139925267,S,man,True,Southampton,True
0,3,male,31.762581676332953,0,1,6.834691351928815,C,woman,False,Southampton,False
0,3,male,17.62180860314195,0,0,19.952070832511588,C,woman,False,Southampton,False
1,1,female,49.980156008166155,0,1,9.027914852738792,Q,man,True,Cherbourg,False
0,2,female,46.468595677067015,0,0,78.82395789210241,C,man,False,Southampton,True
1,3,male,29.461324521520545,0,1,13.074565604479869,C,man,True,Southampton,True
0,1,male,43.191460367614084,2,1,97.34623210289548,S,man,False,Southampton,True
0,3,male,6.950287427937667,0,0,24.36942152094328,C,man,True,Cherbourg,True
0,2,female,41.964873289367524,0,0,31.949920166568205,S,man,False,Southampton,True
0,3,male,38.17841998569311,1,0,25.054130501585316,S,woman,False,Southampton,True
1,1,male,7.4886693907870345,0,0,4.433612355764415,S,man,False,Southampton,True
1,3,male,25.991255027898905,0,0,15.082190196742209,S,woman,False,Cherbourg,True
1,3,female,32.87510829055404,1,0,3.3411904420502534,S,man,True,Southampton,True
0,3,female,52.300439373744894,1,0,31.212422407851232,Q,man,True,Southampton,True
0,3,male,39.146134010519624,1,0,18.949433862916653,S,man,True,Cherbourg,True
1,1,female,16.89607981810378,0,0,48.16032652079016,S,man,False,Cherbourg,False
0,3,female,27.837529551101177,0,0,7.9700711057160465,S,woman,False,Southampton,True
0,1,male,29.14715521014964,2,0,5.753727955834671,S,woman,True,Queenstown,True
0,1,male,29.14715521014964,0,1,16.685933679336568,S,man,False,Southampton,False
0,2,male,29.21026917232005,0,0,83.57223118313586,S,man,False,Southampton,False
1,3,female,6.270226667676134,0,0,39.65855838046114,S,man,False,Cherbourg,True
1,3,male,29.461324521520545,0,2,17.371938432775583,S,woman,False,Southampton,False
1,3,male,35.96479360227921,0,0,23.305673043539738,C,woman,True,Southampton,False
0,2,female,23.60463341464698,0,2,2.8150875617261137,C,man,True,Southampton,False
0,2,male,34.88633468146582,0,0,133.49836232905125,S,woman,True,Southampton,True
0,3,female,16.89852500720147,0,0,35.13070416975301,S,woman,True,Southampton,False
0,2,male,27.027009200113323,1,0,10.75321685608816,S,man,False,Cherbourg,True
0,3,male,33.43156457252085,0,0,28.20565108217163,C,man,False,Cherbourg,True
1,1,female,31.655252278887893,0,0,3.7104759733675317,S,woman,False,Southampton,False
1,3,female,6.523488743933353,0,0,108.05127671916395,S,woman,False,Southampton,True
0,3,male,22.8539166878028,0,0,6.1475617873826645,C,man,True,Queenstown,False
1,1,female,52.484481024376485,0,0,33.41472761383009,S,man,True,Southampton,True
1,1,female,22.105754959372753,0,0,9.012468739445115,S,man,True,Southampton,False
0,3,male,29.461324521520545,1,0,40.457409142937536,S,man,True,Southampton,True
1,3,female,27.78541949231478,2,0,47.99304910146518,Q,woman,True,Southampton,True
0,2,male,50.95535662487512,0,0,35.810544231204176,C,man,True,Southampton,True
0,3,male,47.06515371072538,0,2,30.50280594763203,S,woman,True,Southampton,True
0,1,male,40.30543399746333,0,0,71.35926318762442,S,woman,True,Southampton,True
1,2,female,15.37460761278453,1,2,2.620480527055449,S,man,False,Southampton,False
0,3,female,27.837529551101177,1,1,12.859002289872612,Q,man,True,Southampton,True
0,2,male,36.95118440305185,0,0,9.132842075700758,Q,man,True,Cherbourg,False
0,3,male,19.21953230165524,0,0,141.56840998540454,S,woman,True,Cherbourg,True
0,2,male,16.812760518132357,1,0,15.78548674050419,C,man,False,Southampton,True
1,2,male,29.21026917232005,0,0,42.20982742373719,S,woman,True,Southampton,False
1,3,female,24.788753628962997,0,0,36.93793679819823,S,woman,True,Queenstown,True
0,2,female,28.76849949653324,0,0,7.627529205892321,S,man,False,Southampton,False
0,3,male,29.461324521520545,0,0,8.739803929051266,S,woman,True,Cherbourg,False
0,1,female,25.754862819823398,1,0,10.569272846351192,Q,child,False,Southampton,True
0,1,male,29.14715521014964,3,0,16.945446745696128,S,man,True,Queenstown,False
0,1,female,9.394126155369253,0,0,8.543922144031336,S,man,True,Southampton,False
0,3,female,31.894846917681832,0,1,0.6351085020374665,C,child,True,Southampton,True
0,2,male,48.83828578174277,0,0,67.68698957653187,C,child,False,Southampton,False
1,3,male,38.53875304459852,0,0,107.83950564499725,S,man,True,Southampton,True
1,3,female,31.160713618901745,0,0,13.372724910757409,S,man,True,Southampton,True
